0,8.6713,10.358,9.3374,8.5135,8.7567,10.04,9.3206,8.2812,7.6207,10.901,8.4818,9.7108,8.9729,9.026,8.5743,10.072,10.098,8.9626,8.8638,9.9947,9.7532,8.169,8.6261,11.694,8.4466,9.7936,12.607,12.607,11.585,10.331,10.422,10.887,10.382,9.0471,8.8581,11.263,11.813,10.39,11.422,12.316,9.8098,10.807
8.6713,0,10.449,9.7608,7.1535,7.7657,9.1148,8.6434,7.7975,7.8942,9.0804,7.6322,8.3976,9.5704,7.5236,9.1456,10.265,9.785,8.8835,7.5634,10.018,8.4038,9.0108,9.3474,12.044,8.248,9.7016,11.539,11.539,10.02,9.5198,8.1671,8.7105,8.6177,7.4465,8.4965,10.221,10.209,9.5175,9.2735,11.43,9.375,9.403
10.358,10.449,0,9.1306,10.172,11.251,9.5538,7.9111,8.1414,10.942,9.375,9.451,9.539,12.825,9.6141,14.827,8.7228,8.8481,10.365,10.725,8.6209,9.136,8.6905,10.613,14.782,9.9241,9.088,11.32,11.32,10.961,11.508,11.337,10.15,10.349,11.168,10.21,15.186,10.686,11.629,14.476,13.128,11.316,10.732
9.3374,9.7608,9.1306,0,7.5822,11.836,7.4288,7.5376,8.3795,10.851,8.5048,10.348,10.596,11.249,8.7604,14.232,8.9493,7.8809,11.128,9.4151,8.3751,9.4026,7.2526,9.3762,12.894,8.8912,7.6457,10.486,10.486,11.56,11.81,10.344,9.5435,9.7491,10.766,10.615,17.472,11.69,11.313,14.405,13.277,12.071,11.979
8.5135,7.1535,10.172,7.5822,0,9.2194,6.3195,7.865,6.4579,7.3113,8.7235,7.6388,8.067,8.9111,7.2312,9.4754,8.3489,7.9204,8.2495,9.329,7.2475,7.5444,5.7562,6.4105,11.634,8.3316,6.7081,10.188,10.188,10.627,9.5695,9.7082,8.5236,7.0385,8.9172,8.7129,10.267,10.895,9.1971,12.817,11.389,8.8908,9.8212
8.7567,7.7657,11.251,11.836,9.2194,0,11.732,11.603,8.3545,8.4478,15.604,6.9649,10.645,10.94,9.8969,9.3798,12.01,10.944,10.016,9.162,11.53,11.005,10.829,11.12,14.224,10.192,11.963,14.001,14.001,11.904,8.9107,12.45,9.0768,11.067,8.8448,9.1859,9.8457,9.8523,12.657,10.668,12.916,10.156,10.374
10.04,9.1148,9.5538,7.4288,6.3195,11.732,0,6.4481,7.4101,9.3255,7.4143,9.7679,8.3631,8.823,6.5087,10.38,8.0161,7.4606,8.1543,8.3578,6.484,7.1065,6.5088,5.7453,10.347,8.5324,5.6558,9.7937,9.7937,11.813,11.01,8.5071,8.8367,6.6769,10.9,9.1578,10.936,10.85,9.1447,13.53,11.947,10.266,11.688
9.3206,8.6434,7.9111,7.5376,7.865,11.603,6.4481,0,6.9736,10.107,8.2553,8.5088,9.5159,11.228,7.6488,10.578,7.4994,7.3641,9.7654,8.4536,7.0557,6.4827,7.5496,9.9315,11.221,7.9662,7.5323,10.88,10.88,10.107,11.259,9.5645,8.0229,8.5308,9.3234,9.0849,12.973,9.7866,8.8693,12.296,12.256,11.055,11.281
8.2812,7.7975,8.1414,8.3795,6.4579,8.3545,7.4101,6.9736,0,6.4447,9.5147,6.6971,5.1252,8.597,8.9132,7.9338,9.791,8.3758,6.997,8.942,10.321,9.3858,8.422,9.0323,12.134,8.7246,8.7562,12.748,12.748,10.351,8.5604,10.789,8.1988,8.3115,9.5832,10.709,9.3866,9.2122,9.8395,10.503,11.283,9.0251,8.1794
7.6207,7.8942,10.942,10.851,7.3113,8.4478,9.3255,10.107,6.4447,0,11.294,6.6243,8.3325,10.33,8.659,6.7873,10.768,10.45,8.9111,7.7869,9.7735,9.3296,9.1054,10.318,12.111,7.8353,10.184,13.618,13.618,11.05,7.3367,9.9789,8.7118,9.5689,8.107,8.8065,7.7308,9.4218,10.31,8.4906,10.778,8.0042,8.5276
