0,9.4073,9.414,8.548,8.9577,8.6982,8.1554,8.8413,9.3366,9.0936,8.9615,9.1445,9.6426,9.2505,9.3376,7.9954,7.8645,9.7238,9.533,12.535,8.6598,9.4337,8.0541,8.3053,8.1929,14.285,8.2871,13.312,14.911,9.4847,9.3815,9.4697,7.5795,9.4129,8.9788,10.999,12.829,9.8356,10.938,9.1511,9.503,10.128,11.962,11.131,11.175,8.8992,13.463,12.097,12.924,9.1883,14.068,10.257,8.4012
9.4073,0,7.3483,6.6012,6.711,6.2419,6.5303,6.7394,6.3551,6.262,5.7358,8.5859,7.3537,5.9212,6.5568,6.2121,8.7948,7.0098,6.9818,11.512,7.3078,5.895,6.1727,6.5768,7.1845,12.57,6.2056,13.207,13.08,6.6952,8.0178,6.584,6.009,7.2161,8.4743,7.0637,12.456,8.7507,7.2273,7.4361,7.9924,7.3275,9.0247,11.607,8.4902,7.5363,13.644,12.764,13.553,7.5079,13.384,8.1715,7.1022
9.414,7.3483,0,6.9568,7.546,6.2382,7.4415,9.421,6.89,10.068,5.9046,9.086,8.0872,7.081,5.594,4.8986,8.9575,7.0476,8.4336,12.67,8.0093,7.361,6.1154,6.9792,7.7759,13.805,6.0292,13.626,15.021,9.2544,8.9175,8.6685,9.9257,7.3745,8.8387,9.9498,12.526,10.443,10.171,6.459,7.8501,11.464,12.517,12.438,10.596,7.9165,14.367,13.272,14.432,8.0438,13.46,9.7386,9.4969
8.548,6.6012,6.9568,0,7.081,6.5202,6.4649,7.1106,6.7558,7.8317,5.5942,8.7464,8.0701,5.385,6.6578,6.4813,7.5641,8.2716,7.644,13.944,7.9861,7.8609,5.6302,7.3737,6.5662,19.225,6.772,14.629,19.067,7.4826,9.0598,6.0476,6.5247,6.5016,9.5623,8.2642,12.259,9.9255,6.7159,7.4443,8.6835,8.4414,9.0114,13.463,7.6707,8.7624,14.192,12.207,15.68,6.1934,13.429,8.6654,9.1809
8.9577,6.711,7.546,7.081,0,7.3116,7.43,8.8421,7.226,9.8029,6.7631,9.4858,7.2804,5.6916,6.3324,6.0636,9.9891,8.4628,6.1187,13.732,8.2059,8.3834,6.4553,6.9812,7.5373,18.835,6.0971,19.317,19.465,8.9869,8.7224,7.6076,7.3761,6.9983,8.8868,9.1263,13.53,11.475,7.9491,6.5978,9.1537,8.3424,9.3389,12.715,7.5745,10.429,14.48,13.091,14.786,7.0197,14.413,10.111,10.104
8.6982,6.2419,6.2382,6.5202,7.3116,0,7.1324,7.9488,6.3084,8.2419,4.9032,7.1078,6.1812,6.2533,5.8152,5.7955,7.9368,6.869,6.1303,10.815,6.7181,7.7232,4.6193,6.5834,7.5861,12.973,6.3146,13.352,13.887,6.8395,9.1061,6.1954,7.1446,6.4287,8.6462,10.921,12.308,11.077,7.4594,7.1655,7.6429,11.264,9.611,11.843,7.0134,8.4256,14.043,13.367,15.062,6.7492,13.266,9.1877,9.832
8.1554,6.5303,7.4415,6.4649,7.43,7.1324,0,8.1627,6.7491,6.7276,6.5068,7.1213,9.0018,8.9636,7.854,6.8629,6.0587,6.8573,9.2691,12.496,6.2217,7.4465,6.7358,5.0296,5.837,16.279,7.0348,14.396,15.915,8.5008,6.3772,7.271,7.6229,9.4619,7.1705,7.4964,10.998,7.6282,9.0086,8.8916,9.3385,12.223,12.613,8.8074,12.76,7.66,11.152,9.5151,12.156,9.9455,11.518,6.232,7.8618
8.8413,6.7394,9.421,7.1106,8.8421,7.9488,8.1627,0,8.8656,6.856,8.1365,8.5788,9.2936,8.564,8.558,8.9681,6.8909,8.6498,9.7373,13.417,7.3348,8.9913,7.8456,6.9855,8.1541,20.324,8.711,14.034,14.228,7.2378,7.366,8.5439,7.3573,9.5461,8.6454,7.0485,11.314,8.5739,7.5751,9.5616,9.0585,8.3057,10.059,10.154,10.069,7.5264,13.382,10.481,12.677,9.0421,12.212,9.023,7.4126
9.3366,6.3551,6.89,6.7558,7.226,6.3084,6.7491,8.8656,0,10.628,5.7615,7.7404,8.186,8.3628,6.8717,6.8309,8.1082,6.9668,8.0881,12.677,6.3103,6.4579,6.7543,5.8395,6.9424,17.209,5.0922,15.127,16.211,7.0732,8.0548,11.398,7.4112,9.1055,10.547,13.389,11.657,10.674,12.532,9.8417,9.5027,15.394,15.764,10.123,15.702,11.353,12.458,11.06,13.354,9.9488,11.26,9.6115,11.631
9.0936,6.262,10.068,7.8317,9.8029,8.2419,6.7276,6.856,10.628,0,7.574,7.4296,9.029,8.7487,8.2341,9.6762,9.0556,8.1254,10.731,12.481,7.2314,7.5899,8.2015,7.9333,7.4351,19.25,8.8022,13.302,13.641,5.1614,7.5582,7.2197,8.0564,9.4054,10.646,9.0411,11.377,9.0699,8.7162,9.7959,8.6261,8.8715,9.1488,11.6,9.6067,9.4211,13.43,11.2,15.39,9.4773,12.129,9.4348,7.5978
8.9615,5.7358,5.9046,5.5942,6.7631,4.9032,6.5068,8.1365,5.7615,7.574,0,8.204,6.2173,5.0625,6.3899,5.1047,8.5732,6.3623,5.4808,10.715,7.0322,6.5655,4.4701,5.5339,6.8126,13.047,5.4812,12.825,13.53,7.087,7.9417,6.7611,5.6331,7.8735,7.8017,7.6491,12.427,9.7628,7.163,7.4949,7.487,9.5965,10.558,11.885,8.5386,7.8021,13.58,12.891,14.389,6.848,12.807,8.1323,8.1257
9.1445,8.5859,9.086,8.7464,9.4858,7.1078,7.1213,8.5788,7.7404,7.4296,8.204,0,10.536,11.357,9.3854,9.45,7.6077,8.5701,13.289,16.44,5.7964,8.2849,9.7125,6.3992,6.5667,18.244,8.3743,17.14,17.994,7.4218,6.9891,12.465,12.266,11.435,12.375,14.168,11.131,10.867,13.808,11.763,10.631,14.649,15.894,10.826,16.78,11.506,12.284,10.686,14.082,13.02,11.559,12.819,11.859
9.6426,7.3537,8.0872,8.0701,7.2804,6.1812,9.0018,9.2936,8.186,9.029,6.2173,10.536,0,7.2147,8.211,7.6475,10.5,8.6104,7.3224,11.208,9.4662,8.5226,7.0931,8.6868,8.8412,15.495,8.4249,13.28,13.997,7.8826,9.8932,9.1616,8.1399,8.0649,8.8052,10.172,14.722,10.565,9.7381,8.7068,9.7434,9.1345,12.102,13.635,10.028,9.6394,16.133,14.93,13.962,9.2648,15.046,10.813,9.7579
9.2505,5.9212,7.081,5.385,5.6916,6.2533,8.9636,8.564,8.3628,8.7487,5.0625,11.357,7.2147,0,7.747,5.2743,9.7604,7.4043,6.1635,11.828,7.6111,6.4309,4.4193,7.9642,7.3583,13.923,6.7912,11.681,11.82,7.5527,10.622,4.9264,6.2546,5.3202,8.0715,8.7622,14.073,10.697,6.563,5.9403,8.2628,7.6604,7.6785,14.197,8.0775,10.382,15.893,14.062,17.126,5.299,16.114,9.4534,8.6753
9.3376,6.5568,5.594,6.6578,6.3324,5.8152,7.854,8.558,6.8717,8.2341,6.3899,9.3854,8.211,7.747,0,5.2085,8.4593,7.3617,8.0977,11.841,7.111,6.1603,5.4304,6.3549,6.3,15.215,5.6616,13.404,15.261,7.8682,8.1071,9.0455,8.0525,5.4354,9.3315,9.6654,12.324,9.0091,10.014,5.8061,8.3867,10.428,12.451,11.005,10.993,8.696,13.072,12.543,13.153,6.987,12.404,9.7926,8.4685
7.9954,6.2121,4.8986,6.4813,6.0636,5.7955,6.8629,8.9681,6.8309,9.6762,5.1047,9.45,7.6475,5.2743,5.2085,0,8.1388,6.7842,7.2523,12.748,7.1476,6.3644,4.5583,5.8143,6.8989,14.365,5.4272,13.968,14.587,8.754,8.0597,8.6905,7.4374,6.8427,8.0158,9.4262,12.497,8.9076,9.8666,6.6867,7.9129,9.1414,10.727,10.948,10.647,7.8347,13.716,11.909,13.158,6.3919,13.097,8.791,7.769
