0,9.0596,8.5902,8.8118,9.4403,9.8346,8.3951,13.372,10.448,9.7911,13.724,10.503,10.136,10.36,10.115,9.0007,11.297,10.172,9.7354,14.057,9.7464,9.6073,14.415,9.4325,11.429,8.2341,15.921,14.337,9.9221,9.6224,9.8434,9.0073,9.0845,8.5349,14.498,9.989,10.535,10.869,11.191,10.318,10.557,11.167,11.724,10.49,11.571,9.9758,12.831,16.229,10.777,11.152,12.156,10.165,10.085,10.826,12.106,9.6752,12.373,9.9739,10.579,13.5,10.626,11.964,11.258,9.5319,11.349,13.102
9.0596,0,9.7285,11.659,10.049,9.4434,8.4893,15.227,9.3222,7.8256,11.561,7.9468,7.825,9.1147,9.7034,8.0759,13.087,8.9314,10.08,13.944,9.5629,9.4137,12.821,10.197,12.718,7.1109,13.347,11.956,9.4336,9.4051,10.607,8.7786,10.52,9.0217,12.81,9.2577,9.83,11.478,10.946,9.8957,11.4,9.1593,11.303,9.8933,9.7548,11.018,13.64,15.777,10.306,11.796,11.436,10.649,10.131,10.746,11.91,10.21,11.647,11.21,10.603,14.015,9.4706,11.416,11.95,10.143,11.904,14.947
8.5902,9.7285,0,11.283,9.7518,9.5227,9.3284,15.038,12.087,9.878,13.473,9.7878,9.67,9.9262,9.203,7.7482,11.433,9.1431,10.587,16.27,8.0162,9.0689,13.552,10.191,13.694,7.8189,15.032,13.6,9.5396,10.369,9.9511,8.5567,9.7783,7.6029,15.601,8.8785,9.2755,11.325,10.817,8.6506,12.619,11.792,11.39,8.7255,9.4754,11.056,14.533,14.24,9.1364,11.08,11.59,8.7884,10.212,10.434,11.651,9.629,10.244,10.018,11.063,13.236,9.3696,11.985,10.5,9.3726,10.07,14.154
8.8118,11.659,11.283,0,10.425,9.6486,10.249,16.257,13.285,10.721,15.545,11.505,11.37,8.6455,8.5401,8.0645,12.385,7.0277,11.197,16.791,9.0765,7.6759,16.439,8.599,13.269,8.5197,18.03,15.149,11.598,11.535,8.9969,9.1867,10.755,10.861,15.055,8.664,8.7111,7.7906,11.931,10.716,8.5547,12.13,13.336,10.39,9.6849,13.411,7.5745,14.641,9.7703,8.5569,8.6524,9.3049,12.013,12.193,12.488,9.2205,7.7672,9.3004,9.9931,14.73,9.3196,7.818,11.835,9.2387,13.16,14.227
9.4403,10.049,9.7518,10.425,0,10.774,9.5566,14.525,12.472,10.078,15.637,11.023,10.563,8.9682,9.2477,8.9631,9.5341,12.011,12.471,15.222,12.173,10.664,15.404,9.9947,13.076,10.492,17.639,14.458,9.951,9.204,8.8935,8.3658,11.4,10.79,15.54,10.77,11.928,12.76,10.239,10.459,12.643,12.356,12.432,11.013,12.582,12.453,14.655,17.875,10.177,11.644,12.214,12.028,11.671,12.477,12.186,10.679,10.184,10.348,12.598,14.587,10.449,13.516,12.285,9.4001,12.74,14.112
9.8346,9.4434,9.5227,9.6486,10.774,0,7.3899,14.553,10.123,9.1089,12.392,8.3871,8.3619,6.53,6.4957,5.9244,10.743,7.7585,9.9713,14.51,9.732,7.8385,13.138,7.2977,11.328,6.8027,16.248,14.319,8.8457,10.263,8.0637,7.5529,9.4504,8.7337,12.731,7.7216,7.6413,8.8444,10.542,10.109,10.505,9.9204,11.494,8.2929,7.5671,10.226,12.008,14.1,8.3318,8.4128,7.1881,9.7195,10.316,10.764,10.813,8.6105,8.134,8.5214,8.857,12.785,6.8805,9.0201,10.596,6.8451,12.677,13.22
8.3951,8.4893,9.3284,10.249,9.5566,7.3899,0,12.777,9.135,7.5855,10.761,6.1966,6.2414,7.1153,7.5496,7.5738,9.6845,8.6658,8.752,13.193,8.1657,8.1482,11.082,6.8091,9.3442,7.1291,14.249,11.691,7.1363,5.6791,9.0333,7.5596,7.7122,8.3274,11.004,8.351,7.8982,10.335,8.054,9.1453,10.642,8.603,10.666,8.5625,9.6416,8.5449,12.144,15.642,9.2297,9.2123,8.9038,9.4897,9.3865,9.5816,10.675,8.9103,9.7816,9.6252,9.0578,12.989,8.2114,10.21,10.955,8.2914,11.678,12.932
13.372,15.227,15.038,16.257,14.525,14.553,12.777,0,11.302,10.793,13.681,15.127,15.158,14.82,15.937,13.888,11.717,15.645,13.663,11.738,16.569,15.141,12.105,16.45,14.634,15.199,13.015,14.766,10.62,11.309,14.864,13.715,12.959,13.482,14.223,14.055,13.765,16.641,15.652,13.059,16.42,13.765,12.541,14.876,14.738,10.762,18.253,20.821,15.907,16.407,16.24,13.529,11.994,11.061,12.029,15.824,16.451,15.199,15.643,11.005,14.501,16.112,12.169,15.602,13.792,13.567
10.448,9.3222,12.087,13.285,12.472,10.123,9.135,11.302,0,7.8711,8.8172,9.6996,9.6873,11.479,12.132,10.858,12.201,12.775,10.014,10.097,12.548,13.152,10.08,12.519,11.663,10.742,11.481,11.659,7.5733,9.0228,11.76,10.563,10.447,8.7674,11.864,10.534,11.739,13.13,10.866,10.915,13.75,8.0437,9.9556,11.182,11.861,8.2177,15.405,16.675,12.425,13.169,13.163,10.216,9.1162,9.2498,10.149,11.543,14.567,11.811,12.956,11.817,11.261,13.797,10.335,11.518,12.086,12.037
9.7911,7.8256,9.878,10.721,10.078,9.1089,7.5855,10.793,7.8711,0,11.966,9.135,8.9777,10.715,12.914,9.4466,11.757,12.415,10.438,11.87,10.639,11.727,11.92,12.509,10.896,10.786,12.678,13.025,8.2497,8.4195,10.396,10.491,10.116,8.7123,11.279,10.388,10.944,13.025,10.446,9.2162,12.928,9.4801,10.327,9.5873,10.539,10.264,15.735,16.624,12.033,13.57,13.012,11.292,9.0562,8.5991,9.6676,10.468,12.872,12.106,13.099,11.466,11.011,12.366,10.708,13.008,10.94,13.145
13.724,11.561,13.473,15.545,15.637,12.392,10.761,13.681,8.8172,11.966,0,12.648,12.232,14.715,15.755,12.722,15.45,14.986,12.187,13.901,14.687,14.979,9.1819,14.681,11.982,12.569,11.68,12.624,11.193,12.387,15.279,14.487,13.283,12.222,12.931,13.491,12.498,15.458,12,11.658,13.346,11.076,12.146,12.862,14.353,11.115,16.276,16.312,14.546,16.016,15.669,12.91,12.666,12.134,12.221,13.812,16.196,15.246,13.478,13.31,12.246,15.946,12.261,13.573,14.208,15.242
10.503,7.9468,9.7878,11.505,11.023,8.3871,6.1966,15.127,9.6996,9.135,12.648,0,2.3182,8.1504,9.1642,9.2161,11.122,10.12,10.894,13.677,8.4609,8.573,12.372,8.7684,10.438,7.9261,13.335,11.75,9.1879,9.2316,10.303,9.3551,8.179,9.2419,12.991,8.8586,10.127,11.537,10.636,11.299,11.88,9.8515,12.678,10.522,10.707,10.859,12.327,16.705,10.837,10.423,10.352,11.552,11.46,11.599,12.604,10.348,11.714,11.099,10.527,14.877,9.8799,10.142,13.57,9.8398,13.172,14.848
10.136,7.825,9.67,11.37,10.563,8.3619,6.2414,15.158,9.6873,8.9777,12.232,2.3182,0,8.2204,9.0746,9.1326,10.996,9.4955,10.939,13.69,8.6331,8.3038,12.33,8.8102,10.378,7.7217,13.251,11.836,9.3379,9.264,10.167,9.3214,8.3799,9.2458,12.888,8.8307,10.115,11.753,10.732,11.946,12.899,9.9104,12.496,10.6,10.707,10.442,12.204,16.576,10.957,10.405,10.401,11.421,11.641,11.309,12.541,10.299,11.758,11.387,10.559,14.815,9.8622,10.243,13.4,9.7751,13.029,14.889
10.36,9.1147,9.9262,8.6455,8.9682,6.53,7.1153,14.82,11.479,10.715,14.715,8.1504,8.2204,0,5.9832,6.5477,10.45,7.3303,11.383,14.808,8.2032,6.9804,14.297,6.3744,12.509,7.3802,16.61,13.687,9.6543,8.9493,6.6512,6.8385,9.6913,10.431,13.459,8.1168,8.2925,9.1292,10.727,10.795,10.618,11.297,12.764,9.5,8.3866,12.325,11.336,15.097,9.4479,9.0429,7.7063,10.33,10.689,11.629,12.268,8.3202,7.808,9.0399,9.659,15.122,8.8745,7.5546,12.477,8.6525,13.691,15.401
10.115,9.7034,9.203,8.5401,9.2477,6.4957,7.5496,15.937,12.132,12.914,15.755,9.1642,9.0746,5.9832,0,7.0137,12.429,7.7403,13.395,16.956,8.108,8.9605,16.387,8.7505,14.936,8.1724,17.588,15.843,11.599,11.888,8.6529,9.4049,12.537,11.363,15.474,9.5979,10.202,10.117,12.09,12.663,11.486,12.64,14.685,9.9249,9.7054,13.443,13.802,15.455,9.9698,10.064,9.7634,11.15,12.892,13.633,14.432,9.8614,9.5471,10.843,11.393,15.884,10.296,10.092,13.733,9.7588,14.231,16.356
9.0007,8.0759,7.7482,8.0645,8.9631,5.9244,7.5738,13.888,10.858,9.4466,12.722,9.2161,9.1326,6.5477,7.0137,0,12.561,10.613,10.747,15.962,9.3692,9.4058,13.985,8.8966,14.215,6.6654,15.074,14.944,9.5899,10.661,7.8517,8.745,12.884,8.1066,14.328,10.248,9.1298,10.591,11.08,8.7067,10.763,11.387,11.559,8.1988,8.4334,12.206,12.848,14.339,8.8562,10.479,9.9731,8.2799,9.9748,9.6542,10.021,8.7635,8.5514,9.5541,11.508,12.641,8.2083,12.236,9.5991,9.2425,10.031,14.623
11.297,13.087,11.433,12.385,9.5341,10.743,9.6845,11.717,12.201,11.757,15.45,11.122,10.996,10.45,12.429,12.561,0,12.91,14.038,12.43,13.093,11.357,14.494,10.786,12.656,10.826,16.13,15.691,10.912,9.7137,11.165,10.265,11.077,11.581,14.163,11.68,13.28,13.885,11.703,13.286,13.785,14.113,12.934,11.635,12.982,12.07,16.841,21.169,11.643,12.649,13.582,14.139,12.343,12.087,14.719,12.163,10.958,10.401,15.915,13.469,11.137,13.766,12.845,10.385,14.278,13.29
