0,9.4886,8.8646,9.7477,8.1031,8.1226,10.473,11.476,9.4592,8.9778,12.53,9.6842,9.2426,9.8198,9.3539,9.4119,19.507,10.981,11.225,9.475,10.414,9.307,9.4449,10.168,12.22,11.78,8.9276,9.3812,10.099,9.1558,9.2371,12.207,14.698,11.715,10.218,10.469,10.211,9.3873,10.022,8.5993,14.702,12.32,10.36,15.796
9.4886,0,8.2602,10.292,8.2557,8.4737,9.921,11.272,8.8628,9.1324,11.063,9.8703,10.317,10.089,11.235,10.556,13.714,9.3254,10.717,10.163,10.009,9.8503,9.6232,8.9551,10.655,11.305,9.1446,8.1,9.8735,10.276,8.6923,11.526,12.628,10.902,9.5123,10.538,10.971,10.096,10.112,9.6585,11.689,11.749,10.107,13.134
8.8646,8.2602,0,9.1323,9.7599,9.5866,11.228,9.5629,9.6679,8.9924,12.149,10.886,10.714,11.004,10.466,9.4756,18.146,9.4603,8.6789,10.04,9.4602,10.671,8.6085,8.8733,11.353,10.381,10.499,9.1438,8.2882,9.7618,9.7918,12.327,14.244,11.578,10.535,10.481,9.9547,11.997,10.643,10.477,13.569,11.465,10.489,14.091
9.7477,10.292,9.1323,0,7.3205,8.9346,7.787,10.32,8.3442,7.8744,10.658,7.6478,9.3839,8.3228,7.4541,8.1064,17.535,9.1169,10.011,8.5691,9.4211,9.0762,6.8728,6.6824,10.619,10.128,7.6029,8.2055,7.5679,7.24,8.386,11.982,13.995,10.43,8.1526,9.1306,10.179,9.1786,10.975,9.4723,13.288,11.765,10.576,14.267
8.1031,8.2557,9.7599,7.3205,0,7.38,8.1786,9.5371,6.2767,6.9843,9.9149,7.767,8.1419,8.2219,7.4555,8.0076,17.723,9.3136,9.2206,7.3485,8.5086,7.0295,6.5499,8.0839,9.9867,9.011,6.7104,6.8794,8.1413,7.5425,7.5899,10.837,12.971,9.544,8.5834,8.1586,9.2095,8.5752,9.4652,6.3582,12.961,11.209,8.9344,13.258
8.1226,8.4737,9.5866,8.9346,7.38,0,12.59,12.96,10.806,8.3196,11.559,10.998,8.6405,9.3256,11.971,11.686,18.514,10.535,10.319,10.588,11.394,9.3397,10.476,12.318,12.681,13.533,11.18,10.546,11.782,11.923,10.538,12.575,14.892,10.501,11.434,10.644,10.302,11.057,10.621,9.1403,12.991,14.205,11.231,15.795
10.473,9.921,11.228,7.787,8.1786,12.59,0,9.9306,7.3018,9.3875,12.108,6.8131,11.227,10.235,7.4367,9.1861,17.6,9.0138,9.003,8.4378,10.48,9.5822,8.2644,7.605,10.301,9.5247,8.5211,7.513,8.9599,7.9922,9.0243,12.506,14.265,11.513,8.6465,9.997,10.339,10.853,11.901,8.4936,14.338,10.381,9.7697,13.341
11.476,11.272,9.5629,10.32,9.5371,12.96,9.9306,0,9.889,11.575,13.942,12.039,13.154,12.292,10.43,10.765,18.096,10.352,11.52,12.061,10.674,12.754,10.068,9.9267,12.391,10.938,11.242,10.046,10.676,9.6587,11.774,14.78,13.951,12.752,10.929,12.553,12.694,13.531,12.138,12.334,15.765,12.374,11.221,15.46
9.4592,8.8628,9.6679,8.3442,6.2767,10.806,7.3018,9.889,0,7.5727,11.188,8.2748,8.5959,8.554,7.8276,8.8321,16.166,7.8202,7.8605,8.1455,7.6726,6.8297,7.0575,9.0315,9.8525,8.9208,7.6114,6.9009,7.7052,7.1451,7.4869,10.484,12.024,9.9593,8.1459,7.8651,8.4306,8.0393,9.7015,7.9558,11.917,9.8219,8.8577,12.37
8.9778,9.1324,8.9924,7.8744,6.9843,8.3196,9.3875,11.575,7.5727,0,11.057,10.125,7.014,8.759,9.9901,11.01,16.44,9.5544,9.3833,9.4341,8.2958,7.6583,8.4478,10.093,10.265,12.245,8.5935,9.2663,9.3207,8.9727,7.9569,10.59,11.989,8.8428,9.8927,8.3158,9.2457,9.7314,9.9879,7.9451,11.697,12.007,9.9783,12.794
