0,7.9601,7.2302,7.6941,5.4311,7.7134,8.0099,7.4403,7.4646,6.9254,8.2995,8.6419,8.0311,9.1759,7.3481,7.3294,7.5916,7.7604,7.0404,8.759,8.3739,8.3931,7.7304,8.7961,8.972,7.1333,7.2315,7.3516,6.5101,8.0335,9.0283,7.1995,9.3295,9.0494,8.9748,7.0096,9.6955,7.903,9.6355,8.0842,7.602,9.1499,12.182,11.41,9.911,10.8,21.441,12.587,8.7349,8.9033,9.39,9.9027,8.6706,12.443,11.048,10.92,7.5714,9.264,8.5033,8.7446,15.371,12.165,7.5018,7.6879,8.416,12.175,11.352,9.2888,7.0393,7.0393,12.089,9.6088
7.9601,0,8.3052,7.1542,8.1579,8.5875,6.1555,7.636,6.4151,6.424,6.946,6.6815,6.7256,7.4938,7.266,8.0263,7.9303,6.52,7.2697,6.6876,6.7928,7.9136,7.3069,7.483,7.325,6.78,7.2317,6.4963,7.0436,7.0735,7.9486,8.087,7.1885,6.2142,8.2363,8.5868,9.7494,8.1459,8.6328,8.6049,8.6426,10.212,10.839,9.6354,9.8312,9.3931,33.658,13.389,8.4216,10.857,10.805,10.948,9.117,9.8598,10.971,9.0187,7.5149,10.451,8.1154,10.162,11.485,12.082,8.3725,8.742,10.389,11.952,10.989,9.5094,8.9683,8.9683,10.083,8.358
7.2302,8.3052,0,7.2858,6.0849,8.4757,7.9311,8.4266,8.3498,8.6394,10.235,8.6409,10.175,8.8668,7.3219,7.5652,6.8117,7.471,8.4815,10.151,7.2049,7.8862,9.4937,7.3734,9.6723,8.0148,8.83,8.4068,7.1221,7.7396,8.1314,7.0878,9.6236,10.051,8.4171,8.3066,8.5184,11.171,7.3532,10.015,8.6966,8.2181,12.899,8.8591,8.3709,9.8469,25.461,13.748,9.3458,9.0859,9.4772,8.8348,8.8302,11.86,11.424,10.016,7.9559,9.9581,7.6808,8.6932,11.803,20.215,8.7713,8.8857,9.3469,14.184,13.006,8.6264,8.8305,8.8305,12.931,8.3334
7.6941,7.1542,7.2858,0,6.2745,6.632,7.7666,7.8504,7.6252,8.0046,9.3029,8.5498,9.5996,6.4291,7.5232,6.9643,5.6016,5.4064,9.1635,9.0056,7.1994,6.1704,9.3891,6.8525,9.8454,6.7991,8.3863,7.4197,6.4854,7.6977,8.1347,7.1448,10.615,9.2844,10.286,7.7672,7.5652,10.091,8.5589,8.2283,8.2657,7.6851,12.576,7.5986,9.1866,9.4202,22.645,13.17,9.9152,9.9661,9.9571,8.7266,9.8037,9.6885,11.937,9.3543,7.1399,9.994,9.0489,7.6271,13.977,11.656,8.0884,8.3821,9.2462,13.886,11.498,8.3988,9.1797,9.1797,12.687,9.3526
5.4311,8.1579,6.0849,6.2745,0,7.8991,7.6894,9.2288,8.2018,8.6554,9.7464,8.234,9.1986,8.6262,7.5088,7.3977,7.5805,7.636,9.2898,9.6706,7.6803,7.9148,9.126,7.9842,10.533,8.3162,8.9034,8.5851,7.279,8.9436,9.4705,7.4833,10.16,9.4789,10.134,8.6637,9.2613,10.346,9.7816,8.9322,9.6653,9.0563,13.593,11.192,10.346,11.182,22.801,13.715,10.404,10.658,10.978,10.992,9.7228,12.131,11.979,11.286,8.8246,11.149,9.9924,8.4436,14.391,12.551,9.4748,9.9609,10.075,14.322,12.707,9.9964,9.3189,9.3189,13.389,10.952
7.7134,8.5875,8.4757,6.632,7.8991,0,11.054,9.2532,9.4445,9.3003,10.647,12.11,10.378,9.258,11,6.8024,9.656,9.4146,10.46,10.589,10.326,9.8053,9.8062,10.549,11.254,11.086,8.5085,8.618,9.5666,10.914,11.436,11.738,11.971,10.097,13.427,9.5811,9.804,11.075,12.126,9.4924,9.8915,10.665,12.653,10.53,14.295,13.18,24.8,13.496,12.166,11.814,13.142,13.116,12.163,13.329,14.499,13.285,9.0061,11.05,10.776,11.227,16.554,14.643,10.867,10.491,10.337,14.504,13.522,12.176,10.938,10.938,13.434,11.851
8.0099,6.1555,7.9311,7.7666,7.6894,11.054,0,8.5064,7.4211,5.5983,6.8741,6.6247,7.697,6.1599,5.6039,8.7302,6.879,6.759,7.2793,6.7321,6.4642,8.1385,7.9451,8.34,7.4822,5.4299,8.6659,8.725,5.6084,5.7726,9.4484,7.5399,5.4387,6.7815,6.7618,8.1951,14.041,8.0226,8.0815,9.7959,10.496,9.4996,12.164,10.262,10.102,9.059,26.994,13.268,7.8922,10.755,10.69,10.389,7.2369,10.465,10.801,10.151,9.0561,10.258,10.537,8.217,11.436,11.716,10.051,9.5168,12.073,13.124,11.134,8.7848,8.642,8.642,10.768,9.023
7.4403,7.636,8.4266,7.8504,9.2288,9.2532,8.5064,0,6.7149,7.1002,7.3904,10.886,6.809,8.379,12.839,7.3825,7.3118,7.4877,6.8752,6.6567,8.9926,10.097,6.5935,11.181,8.309,7.96,5.2217,5.3992,7.7767,9.6066,9.9523,8.965,11.098,7.3505,12.702,6.9626,9.981,6.3809,11.738,6.7708,8.5504,10.361,9.9997,10.431,15.437,14.309,23.813,9.1999,10.082,13.435,12.42,13.508,12.789,15.671,15.036,15.143,8.0044,7.4024,8.2793,11.877,19.302,16.773,8.9452,6.8563,8.6427,10.42,10.156,13.177,7.1426,7.1426,9.8982,10.431
7.4646,6.4151,8.3498,7.6252,8.2018,9.4445,7.4211,6.7149,0,5.9627,6.7003,9.0198,7.4038,9.1623,8.6063,8.2579,8.6649,7.7447,6.2848,6.7917,6.2947,9.795,6.9553,9.4574,8.329,7.3164,6.6962,6.7386,6.5511,8.0574,9.2637,9.8048,9.2765,7.0373,10.163,6.609,8.9146,7.146,11.265,6.9396,7.6049,10.028,11.235,11.363,11.85,11.704,27.382,11.189,9.1687,10.727,13.021,10.956,11.811,14.775,13.159,11.219,6.7515,8.6159,8.3214,10.702,16.819,23.534,7.7296,7.1744,9.0331,11.598,9.5023,11.276,6.8453,6.8453,10.601,9.279
6.9254,6.424,8.6394,8.0046,8.6554,9.3003,5.5983,7.1002,5.9627,0,7.174,9.1831,6.3647,8.5122,11.313,8.2447,7.7219,7.8738,6.0725,6.1172,7.1838,8.6294,5.8003,8.1715,7.7522,8.744,5.5477,6.1792,4.9289,7.777,12.121,8.5051,8.4106,7.0079,10.799,6.8994,8.8472,7.2006,10.92,7.4395,8.1561,12.499,10.481,11.807,14.844,11.666,25.444,10.396,11.837,14.011,13.96,13.82,10.96,13.4,14.527,13.553,6.5961,8.4595,9.3187,11.942,18.129,16.045,8.629,7.5682,9.2905,10.55,9.6013,13.853,9.1875,9.1875,10.233,9.2081
