0,8.2387,10.147,9.3374,8.1607,8.7567,9.8115,9.3206,8.2812,7.2927,10.589,8.4818,9.6159,8.9729,8.9069,8.2698,10.072,10.006,8.8708,8.8638,9.9947,9.6253,8.169,8.6261,11.694,8.3589,9.7936,12.607,12.607,11.478,10.08,9.9332,10.776,9.9743,9.0471,8.8581,10.478,11.468,10.39,10.971,12.11,9.8098,10.807
8.2387,0,10.386,9.7608,7.1535,7.6725,9.1148,8.4209,7.5075,7.6221,9.0804,7.6322,8.3976,9.5704,7.5236,9.1456,10.211,9.1346,8.8835,7.5634,9.5077,8.4038,9.0108,8.8085,11.935,8.0508,9.2368,11.459,11.459,9.8027,9.5198,8.1671,8.7105,8.1828,7.4465,8.3281,9.2691,9.8664,9.5175,9.2735,11.43,9.375,9.403
10.147,10.386,0,9.1306,10.172,10.609,9.5538,7.9111,7.2775,10.942,9.2774,8.7442,8.8408,12.825,9.6141,12.473,8.543,8.6389,9.7617,10.725,8.5684,9.136,8.6905,8.9021,13.989,9.9241,8.8821,11.32,11.32,10.699,11.508,11.337,10.15,8.9841,11.168,10.21,15.186,10.686,11.629,14.476,13.128,11.316,10.732
9.3374,9.7608,9.1306,0,7.5822,10.908,7.4288,7.5376,8.2953,10.851,7.9466,10.031,9.8167,10.485,8.7604,14.232,8.6986,7.526,10.857,9.4151,7.9326,9.136,7.0296,8.0145,12.403,8.8912,7.5354,10.486,10.486,11.846,11.81,10.344,9.4571,8.333,10.766,10.615,15.591,11.69,11.313,14.246,13.277,11.339,11.979
8.1607,7.1535,10.172,7.5822,0,8.9018,6.3195,7.6685,6.4579,7.3113,7.9366,7.6388,7.1972,8.9111,7.2312,9.4754,8.219,7.9204,8.12,7.7444,7.2475,7.5444,5.7562,6.4105,11.271,6.76,6.7081,10.188,10.188,10.792,9.5575,8.7672,8.5236,7.0385,8.3264,8.7129,10.267,10.504,9.101,12.032,11.389,8.8908,9.7667
8.7567,7.6725,10.609,10.908,8.9018,0,11.732,11.097,7.9815,8.4478,15.516,6.9649,8.6956,10.747,9.8969,9.3798,11.812,10.944,10.016,9.162,11.283,10.841,10.829,11.12,14.224,10,11.963,14.001,14.001,10.871,8.9107,11.473,9.0768,10.938,8.8448,8.4889,9.8457,9.8523,11.85,9.8783,12.916,10.156,9.4573
9.8115,9.1148,9.5538,7.4288,6.3195,11.732,0,6.4481,7.183,9.3255,6.8361,8.6895,8.1021,8.823,6.5087,10.38,8.0161,6.8814,8.1543,7.5469,6.3629,7.1065,5.2434,5.7453,10.347,6.4096,5.1805,9.7937,9.7937,10.851,10.717,8.2171,8.8367,6.6769,8.9528,9.1578,10.936,10.528,8.7621,12.379,11.947,10.266,10.755
9.3206,8.4209,7.9111,7.5376,7.6685,11.097,6.4481,0,6.9736,10.107,8.2553,8.1779,7.9224,9.8677,7.6488,10.578,7.1976,7.0706,8.9104,8.4536,6.8959,6.4363,7.5496,8.5849,11.221,7.1343,7.5323,10.88,10.88,9.9528,10.999,9.5645,8.0229,7.8355,8.8179,8.6301,12.603,9.7866,8.3814,12.296,12.256,10.951,10.001
8.2812,7.5075,7.2775,8.2953,6.4579,7.9815,7.183,6.9736,0,6.4447,9.5147,6.6971,5.1252,8.597,6.9622,6.4426,9.791,8.3312,6.997,7.342,8.6453,7.8866,7.7004,9.0323,12.09,7.3129,8.6969,12.748,12.748,9.7288,8.5604,9.164,8.1988,8.3115,7.9717,8.3494,9.3866,8.5801,9.8395,9.6943,11.283,8.5973,8.1794
7.2927,7.6221,10.942,10.851,7.3113,8.4478,9.3255,10.107,6.4447,0,11.049,6.6243,8.0574,10.279,8.659,6.7873,10.768,10.23,8.7574,7.7869,9.7735,9.3296,9.1054,10.268,12.111,7.8353,10.184,13.618,13.618,10.622,7.3367,9.9789,8.7118,9.3209,8.107,7.8001,7.7308,9.4218,10.31,8.26,10.618,7.8597,8.5276
10.589,9.0804,9.2774,7.9466,7.9366,15.516,6.8361,8.2553,9.5147,11.049,0,10.07,9.4163,10.788,7.9619,14.289,8.0581,7.859,11.075,9.5087,8.4896,8.9841,8.1783,9.1186,12.997,8.596,7.6274,10.642,10.642,11.66,12.717,10.394,10.757,8.2856,12.815,12.043,15.482,11.254,10.981,14.735,13.698,12.521,11.325
8.4818,7.6322,8.7442,10.031,7.6388,6.9649,8.6895,8.1779,6.6971,6.6243,10.07,0,7.7152,9.5978,8.1371,8.4787,10.007,8.8587,8.7589,8.6806,9.1047,9.5941,9.5018,10.543,14.029,8.4612,10.13,12.526,12.526,9.0819,8.5784,9.314,8.0106,9.7509,7.7423,6.7256,9.6892,8.3484,9.4307,9.7791,12.866,8.7714,7.8384
9.6159,8.3976,8.8408,9.8167,7.1972,8.6956,8.1021,7.9224,5.1252,8.0574,9.4163,7.7152,0,11.433,9.2468,12.607,9.4537,8.5204,9.6352,9.5395,9.4184,9.5852,9.497,10.427,15.442,9.6593,9.5603,12.521,12.521,9.1036,9.3371,10.329,9.1784,10.623,9.9241,8.8269,11.664,10.568,11.347,12.624,14.075,10.568,9.1988
8.9729,9.5704,12.825,10.485,8.9111,10.747,8.823,9.8677,8.597,10.279,10.788,9.5978,11.433,0,7.1936,9.5199,9.2858,8.6879,7.8597,8.3512,8.9571,8.6991,8.0442,10.391,11.599,8.0751,9.7255,12.838,12.838,11.999,10.451,9.9215,10.328,9.5086,10.593,10.699,11.618,11.269,10.924,10.988,12.581,10.959,11.897
8.9069,7.5236,9.6141,8.7604,7.2312,9.8969,6.5087,7.6488,6.9622,8.659,7.9619,8.1371,9.2468,7.1936,0,9.2944,7.0516,7.1254,6.1667,5.6409,6.7753,6.6612,7.0236,8.4756,11.518,5.436,7.0788,10.883,10.883,9.5699,9.5684,8.2617,7.6762,6.298,8.4784,7.7058,9.6232,8.1446,8.9762,10.825,10.809,9.154,8.1792
8.2698,9.1456,12.473,14.232,9.4754,9.3798,10.38,10.578,6.4426,6.7873,14.289,8.4787,12.607,9.5199,9.2944,0,10.309,10.376,7.0075,7.6297,9.3174,8.2041,8.4781,9.722,11.963,7.0913,9.7134,14.689,14.689,12.362,9.911,10.934,9.175,9.6413,9.7325,10.015,8.7037,9.1853,10.451,9.2296,10.863,8.1727,8.5515
10.072,10.211,8.543,8.6986,8.219,11.812,8.0161,7.1976,9.791,10.768,8.0581,10.007,9.4537,9.2858,7.0516,10.309,0,8.033,8.9022,8.6445,6.1244,7.8505,7.7013,9.2413,11.374,7.7774,7.623,12.086,12.086,11.937,12.395,11.68,10.305,8.0645,12.997,10.687,11.757,10.993,11.181,13.501,12.313,11.652,11.168
10.006,9.1346,8.6389,7.526,7.9204,10.944,6.8814,7.0706,8.3312,10.23,7.859,8.8587,8.5204,8.6879,7.1254,10.376,8.033,0,9.8185,8.0421,6.4768,7.5072,7.1019,9.1048,12.56,7.2008,7.4285,9.9739,9.9739,9.2063,10.54,9.4759,8.05,7.3247,10.009,9.2797,12.794,9.4805,10.204,13.629,13.152,10.969,9.3168
8.8708,8.8835,9.7617,10.857,8.12,10.016,8.1543,8.9104,6.997,8.7574,11.075,8.7589,9.6352,7.8597,6.1667,7.0075,8.9022,9.8185,0,7.1208,8.3647,7.0121,8.0057,10.313,11.911,6.7886,9.1026,12.927,12.927,9.977,9.1907,9.3638,9.1759,7.9809,8.5497,8.6896,9.8474,8.8713,9.3616,10.309,10.911,9.4998,8.091
8.8638,7.5634,10.725,9.4151,7.7444,9.162,7.5469,8.4536,7.342,7.7869,9.5087,8.6806,9.5395,8.3512,5.6409,7.6297,8.6445,8.0421,7.1208,0,7.0967,7.612,8.5425,8.9264,11.303,5.3137,7.4295,12.135,12.135,9.9552,8.654,8.0082,7.0105,6.3124,8.9074,8.4377,9.4309,7.9194,9.3478,10.232,10.924,8.8305,8.0202
9.9947,9.5077,8.5684,7.9326,7.2475,11.283,6.3629,6.8959,8.6453,9.7735,8.4896,9.1047,9.4184,8.9571,6.7753,9.3174,6.1244,6.4768,8.3647,7.0967,0,7.482,5.9919,7.9057,11.424,8.1499,6.327,11.57,11.57,11.003,10.253,10.543,9.0396,7.7483,12.181,10.42,12.067,10.041,9.3179,13.037,12.129,10.561,11.526
9.6253,8.4038,9.136,9.136,7.5444,10.841,7.1065,6.4363,7.8866,9.3296,8.9841,9.5941,9.5852,8.6991,6.6612,8.2041,7.8505,7.5072,7.0121,7.612,7.482,0,6.7011,9.3948,10.23,5.939,8.0569,11.693,11.693,10.433,10.744,10.242,8.2666,7.675,10.12,9.4359,9.9402,9.7251,9.1782,10.426,11.017,10.504,9.8503
8.169,9.0108,8.6905,7.0296,5.7562,10.829,5.2434,7.5496,7.7004,9.1054,8.1783,9.5018,9.497,8.0442,7.0236,8.4781,7.7013,7.1019,8.0057,8.5425,5.9919,6.7011,0,6.4998,11.112,6.7072,6.3672,11.371,11.371,11.374,10.24,9.3411,9.0837,7.7626,9.4494,9.4032,10.845,10.94,9.8029,12.316,12.087,9.7652,10.332
8.6261,8.8085,8.9021,8.0145,6.4105,11.12,5.7453,8.5849,9.0323,10.268,9.1186,10.543,10.427,10.391,8.4756,9.722,9.2413,9.1048,10.313,8.9264,7.9057,9.3948,6.4998,0,10.725,7.575,6.9774,10.43,10.43,12.237,10.579,9.7437,9.9137,8.596,10.32,11.314,11.723,12.661,11.277,12.718,11.833,10.833,11.774
11.694,11.935,13.989,12.403,11.271,14.224,10.347,11.221,12.09,12.111,12.997,14.029,15.442,11.599,11.518,11.963,11.374,12.56,11.911,11.303,11.424,10.23,11.112,10.725,0,8.2071,9.2728,13.278,13.278,16.931,13.22,13.017,11.515,9.0643,13.357,13.236,11.597,14.065,12.329,12.902,10.31,11.572,12.89
8.3589,8.0508,9.9241,8.8912,6.76,10,6.4096,7.1343,7.3129,7.8353,8.596,8.4612,9.6593,8.0751,5.436,7.0913,7.7774,7.2008,6.7886,5.3137,8.1499,5.939,6.7072,7.575,8.2071,0,5.7364,12.284,12.284,10.842,9.7011,9.7546,8.3231,6.8282,9.2253,8.7897,9.675,10.055,9.4849,11.139,9.6976,9.4966,8.9761
9.7936,9.2368,8.8821,7.5354,6.7081,11.963,5.1805,7.5323,8.6969,10.184,7.6274,10.13,9.5603,9.7255,7.0788,9.7134,7.623,7.4285,9.1026,7.4295,6.327,8.0569,6.3672,6.9774,9.2728,5.7364,0,10.927,10.927,12.281,10.803,10.873,8.9098,6.564,11.66,11.088,11.257,11.138,10.493,13.385,11.352,10.352,10.258
12.607,11.459,11.32,10.486,10.188,14.001,9.7937,10.88,12.748,13.618,10.642,12.526,12.521,12.838,10.883,14.689,12.086,9.9739,12.927,12.135,11.57,11.693,11.371,10.43,13.278,12.284,10.927,0,4.3624e-15,11.413,13.003,10.183,12.308,10.584,10.811,10.861,13.485,12.071,9.6844,14.185,16.425,13.7,12.926
12.607,11.459,11.32,10.486,10.188,14.001,9.7937,10.88,12.748,13.618,10.642,12.526,12.521,12.838,10.883,14.689,12.086,9.9739,12.927,12.135,11.57,11.693,11.371,10.43,13.278,12.284,10.927,4.3624e-15,0,11.413,13.003,10.183,12.308,10.584,10.811,10.861,13.485,12.071,9.6844,14.185,16.425,13.7,12.926
