20.931,-5.2119,1.6363,34.155,-28.065,-4.6001,-16.54,-8.0561,27.254,-1.3349
16.695,37.859,-0.22805,-12.241,-3.2646,-16.721,-20.254,10.353,-8.9212,8.0087
26.49,16.519,-15.751,16.539,4.6655,19.618,-20.174,-28.904,5.1255,-15.395
69.342,16.183,6.3649,7.4578,-36.774,13.062,-12.165,26.439,12.133,4.9169
32.732,-11.794,19.943,8.1377,13.026,15.214,0.31167,1.2712,-0.90717,-11.244
38.308,13.197,1.06,-25.388,-39.739,8.6756,9.4249,-12.229,-5.1786,11.046
11.007,15.695,16.631,5.8626,-13.159,-2.1931,9.4824,-13.493,2.6228,7.0395
-67.993,-66.581,-23.572,16.297,-13.732,25.948,5.506,0.69369,17.257,37.541
-42.411,-5.6537,-13.573,-1.7728,-10.676,-26.965,-2.1841,-12.662,-5.6512,6.1998
-20.043,-0.75522,-8.7571,3.3543,8.0626,-9.1816,-15.943,15.607,-2.5887,14.648
-51.764,48.362,-26.38,9.506,-24.497,-14.705,37.701,-0.70619,11.691,-10.593
7.4182,28.262,26.831,-10.693,9.4198,-8.1854,-14.504,-22.225,12.694,22.199
9.0852,29.367,29.719,-14.937,6.7393,-10.431,-12.727,-24.158,6.4598,21.468
36.472,-5.0314,5.9947,-24.892,5.6493,9.3731,20.503,6.9558,-13.503,1.0571
64.843,5.3649,-6.4673,-25.563,-9.9581,6.3429,13.498,-6.6857,-11.291,20.33
34.633,3.3537,-30.443,-3.4037,-4.657,17.223,-0.052362,11.118,-17.694,-1.622
-3.1292,-44.262,35.32,-7.0772,8.8736,34.574,-2.9958,-23.271,-6.9578,-17.773
61.138,13.955,-7.3213,-7.8522,-29.77,19.423,-5.935,11.483,-4.8645,5.8343
-7.7018,19.577,4.1127,41.628,-37.725,18.081,-25.441,9.5155,-9.4301,2.0255
-74.854,-29.857,23.506,-33.278,-17.657,-11.057,-32.821,22.917,-7.1287,-4.5449
49.015,25.197,-20.128,16.638,25.141,-8.0141,-3.9905,5.5134,3.8932,9.2572
49.984,12.269,22.425,-2.0299,1.0254,10.524,8.8968,7.842,28.359,-2.1653
-67.239,35.951,-6.7644,7.1417,-29.418,22.616,22.949,-7.1211,-8.9597,1.901
59.309,14.906,23.879,-0.64604,-2.9976,16.925,13.479,9.1623,28.302,4.8266
-31.662,8.1966,56.82,-3.5572,-25.769,-26.425,2.8036,13.609,7.819,-19.82
42.687,21.507,-20.709,-1.6952,-11.56,-4.4462,-28.502,-5.2139,-11.655,5.2855
-86.302,52.358,-29.801,-49.197,8.1914,40.193,-16.494,7.3448,27.129,-6.302
-45.028,54.631,38.329,34.174,27.866,28.299,-4.9132,26.674,-12.151,14.695
-13.196,-6.637,-17.899,7.615,14.782,-24.287,14.753,0.28747,12.703,3.0828
-10.786,-4.1138,14.111,21.319,10.406,-1.698,9.4877,11.069,-1.9429,9.849
45.555,-13.904,-23.05,-15.552,3.8075,-6.3288,-2.6021,38.461,18.821,3.9053
33.78,-12.792,-13.803,1.2413,5.0959,0.77884,-1.1231,2.5661,3.4672,-21.509
7.9888,12.347,20.176,-9.0558,-24.435,12.356,-25.348,-5.7998,22.681,15.294
4.0829,7.6352,-39.089,13.236,2.1563,-3.4093,-29.171,-10.42,9.1453,-10.465
