0.15534,-0.39327,-0.022682,0.63366,-0.30478,0.25037,-0.096554,-0.40352,0.039607,0.19167
-0.48696,-0.15869,-0.47015,0.58295,0.33067,-0.1244,-0.17572,0.064007,0.043587,-0.2109
-0.60562,1.4309,4.8912,0.36415,-0.99746,0.55407,-1.4215,-0.23082,-0.16936,0.019231
-1.0296,-0.1897,0.52175,0.12524,-0.36565,-0.24102,0.23762,0.21956,0.011136,-0.20489
-0.34055,-0.54294,0.34213,0.44633,-0.017837,0.23598,0.2952,-0.060894,0.22859,0.22939
-0.48071,-0.65387,0.2497,0.2733,0.14593,0.44839,0.33063,0.46944,-0.22925,-0.63561
-0.5042,-0.32331,0.056916,0.74536,0.23267,0.091413,0.45755,0.27201,-0.075153,0.45303
0.55064,-0.074877,-0.0064139,0.31182,0.30478,-0.034975,-0.17557,-0.37732,0.55175,0.048708
0.24761,0.12152,-0.43658,0.30834,0.21409,0.48613,-0.49458,-0.16703,0.34638,0.45709
0.16366,-0.10769,0.56518,0.72727,0.83776,-0.16287,0.34547,0.031319,0.38663,0.40278
0.36243,0.10457,-0.32701,0.6289,0.69912,-0.41605,-0.3899,-0.31768,0.091838,0.51999
-0.27025,-0.40839,0.36286,0.49118,0.58024,-0.15451,0.10468,0.056563,0.386,0.18343
1.058,-0.027377,0.033915,0.56393,0.61818,0.39575,0.29608,-0.64494,0.13984,-0.071856
-1.3637,-1.087,-0.22849,-0.86194,0.8695,0.093013,0.37044,-0.77423,-0.51056,0.28841
-0.7634,-0.65971,-0.0072263,0.43365,0.053009,0.019439,0.098822,0.19657,-0.26663,-0.44669
-0.60216,-0.060123,0.20758,0.51219,-0.036557,0.045673,0.25477,0.077305,-0.39987,-0.38502
-1.1587,-0.42445,1.0805,-1.2079,0.031925,0.066457,0.12259,0.34107,-0.27017,0.026073
-0.57101,-0.23894,0.20809,0.44978,0.0018957,-0.1067,0.10507,0.043293,0.071951,-0.15384
6.9611,-4.9883,1.0526,-0.57295,-0.66745,-0.36353,-0.037523,0.22591,-0.26387,-0.014475
0.024874,-0.007714,0.29451,0.50741,0.52388,-0.47617,-0.069074,0.11055,0.72839,0.21949
-0.95795,-0.56448,0.40016,0.30615,0.17716,0.227,0.6566,0.22522,0.025086,0.11742
-1.6638,-1.11,0.49461,-1.743,0.55515,0.053826,-0.08475,0.20554,0.040862,0.072935
1.0011,0.071042,-0.00094316,0.48312,0.39633,0.32486,0.31713,-0.33566,0.15443,-0.23753
-1.0491,0.83618,0.75852,-0.96228,-1.4075,-0.5378,0.85395,0.014141,1.1585,0.1656
0.0021572,-0.25193,0.17262,0.6882,0.42889,-0.10401,-0.11309,-0.34105,-0.045312,-0.051618
-0.4142,-0.19449,0.020694,0.36919,-0.095388,0.0194,0.1964,-0.11062,-0.21714,-0.29115
0.44659,0.16294,0.03244,0.41355,0.41739,0.22443,0.024847,-0.22914,0.31885,-0.34144
0.55353,0.0087473,-0.13354,0.27228,0.15971,0.093737,-0.10935,-0.91517,0.068016,-0.62713
-0.066601,0.16144,0.68036,0.0062486,0.19169,-0.3355,0.31194,-1.0134,0.45187,-1.298
-0.1391,0.010504,0.50132,0.57198,0.66227,0.28329,0.36663,0.10167,0.074385,0.34193
-0.83936,-0.21781,-0.18253,-0.0025389,-0.34314,-0.043928,-0.30219,-0.055204,-0.81319,0.24072
